Target age (ka),Site Name,Latitude,Longitude,Biome 6000 Consolidated Name,Biome 6000 biome code,Biome 4.2 Biome 6000 common biomes,MegaBiomes (Scheme 2),BIOME 4.2 names from model code,Biome 4.2 code,BIOME4.2 BIOME 6000-equivalencies
0,Tibet 20,34,81.1,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,Tibet 23,34.5,80.9,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,Tibet 24,35,80.4,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,Tibet 25,35.4,79.6,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,Tibet 26,36,79.7,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,Tibet 27,36.2,79.2,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,Tibet 28,36.3,78.2,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,Tibet 29,36.6,77.1,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,Tibet 3,37.2,77.1,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,Tibet 30,37.4,77.3,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,Tibet 31,39.5,76,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,Tibet 32,37.3,77.2,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,Tibet 4,37.1,76.9,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,Tibet 5,37,76.9,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,Tibet 6 (1),37,77,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,Tibet 7,36.9,77,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,Tibet 8,36.8,77,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,Tibet 9,36.8,77,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,Tibet-F1,39.9,77.2,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,Tibet-F10,38.4,76.8,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,Tibet-F15,36.3,78.2,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,Tibet-F17,37.2,77.1,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,Tibet-F18,37.7,77.4,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,Tibet-F2,39.5,74.5,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,Tibet-F4,38.6,74.9,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,V. de Gangou,43.75,87.5,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,V. de Payango,43.75,87.5,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,VERMNT29,43.03,-89.8,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,Wulungu Lake,47.1,87.3,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,Wuqia,43.2,83.5,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,Yangerzhuang,38.2,117.3,desert,6,Desert,desert,Desert + barren,21+27,Desert
0,Babozero,66.37,37.52,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Baker Lake Site 4,64.33,-96.17,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Bakkemyra,69.2,17.55,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Barsebäcksmossen,55.77,12.88,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Bog Walk,69.35,-148.38,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Böstad,68.25,13.75,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Bramgas So,70.52,-28.03,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Braya So 1,66.95,-51,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Braya So 2,66.94,-51,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Braya So 3,66.95,-51,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Buetjern,70.6,29.08,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Caccevakjav'ri,70.67,25.35,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Cape Christian,70.5,-68.33,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Cape Sabler 1,74.33,100,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Chesterfield Inlet,63.33,-90.75,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Chesterfield Inlet,63.33,-90.75,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Chesterfield Inlet,63.33,-90.75,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Chesterfield Inlet,63.33,-90.75,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Cold Bay,55.3,-162.65,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Comarum So,61.13,-45.53,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Copper River Basin,62.37,-145.15,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Coppermine,67.82,-115.1,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Dåfjord II,69.98,19.42,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,"Delta, So. end of Nelson Island",60.42,-165.13,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Dewar Lakes,68.62,-71.17,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Dewar Lakes,68.62,-71.17,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Dewar Lakes,68.62,-71.17,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Dewar Lakes,68.62,-71.17,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Dewar Lakes,68.62,-71.17,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Dewar Lakes,68.62,-71.17,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Dewar Lakes,68.62,-71.17,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Drepanocladus Dam,60.33,-44.27,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,East Okpilak Lake,69.41,-144.05,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,East Store Saltso 1,67,-50.55,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,East Store Saltso 2,67,-50.53,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,East Store Saltso 3,66.95,-50.53,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Erdal-1,61.87,7.18,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Esker [CA:NWT],66.22,-92.38,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Esker [CA:NWT],66.22,-92.38,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Esker [CA:NWT],66.22,-92.38,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Eskimo Point,61.1,-94.08,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Eskimo Point,61.1,-94.08,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Eskimo Point,61.1,-94.08,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Finnby,70.17,19.5,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Forramyrene,63.58,11.5,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Fortune Bay 1,69.25,-53.95,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Fortune Bay 2,69.25,-53.97,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Frettestöl,59.73,6.18,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Galium Kaer B,61.17,-43.52,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Hall Beach,68.78,-81.25,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Hall Beach,68.78,-81.25,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Hall Beach,68.78,-81.25,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Hall Beach,68.78,-81.25,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Hestvatn,64.02,-20.7,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,HR 001,65.88,-149.83,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,HR 060 [Chandler Camp],68.08,-149.58,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,HR 079,68.7,-149.07,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,HR 087,69.03,-149.87,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,HR 111,70.02,-148.67,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,HR 114,70.13,-148.45,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,HR 114,70.13,-148.45,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,HR 115,70.18,-148.45,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,HR 120,70.38,-148.58,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Hullsjön,58.35,12.38,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,icp22,69.7,30.82,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Iglutalik Lake,66.14,-66.08,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Isnestoften,70.13,22.98,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Isoetes So,59.97,-44.35,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Ithagsutlek Lake,59.75,-161.78,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Jarfjord,69.67,30.1,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Keith Bay,68.33,-88.17,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Keith Bay,68.33,-88.17,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Keith Bay,68.33,-88.17,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Keith Bay,68.33,-88.17,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Kloftso,60.05,-44.23,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Komaktarvik Lake,59.18,-64.12,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Kukpuk Lake,68.43,-166.25,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Lake 3/4 2,67,-51,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Langeso,75.37,-58.6,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Lille So,69.51,-53.9,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Longstaff Bluff,68.92,-75.13,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Magistervatnet,70.48,29.06,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Makar Inlet,68.3,-85.67,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Makar Inlet,68.3,-85.67,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,"Mile 19 N, Kenai Rd (3122A)",60.6,-151.3,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Miriam Lake,59.55,-63.88,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Moraine So 1,69.25,-53.87,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Moraine So 2,69.27,-53.87,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Munin So,71.13,-24.37,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Nas'tejav'ri,70.47,29.05,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Near Bolvan Bog 1,67.72,48.72,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,near Levinson-Lessing Lake3,74.58,98.83,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,near Levinson-Lessing Lake4,74.58,98.83,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,near Levinson-Lessing Lake5,74.58,98.83,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Nelson Island lowlands,60.58,-165.27,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Noatak 10,68.15,-160.36,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,none,55.75,75.08,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Nordgård,69.57,18.95,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Nueltin Lake Site 6,60.67,-99.33,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Öy-1,61.82,7.38,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Pangnirtung Fiord,66.08,-65.75,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Pangnirtung Fiord,66.08,-65.75,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Pangnirtung Fiord,66.08,-65.75,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Pangnirtung Fiord,66.08,-65.75,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Pangnirtung Fiord,66.08,-65.75,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Pelly Bay,68.53,-89.83,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Pelly Bay,68.53,-89.83,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Pelly Bay,68.53,-89.83,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Pelly Bay,68.53,-89.83,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Pelly Bay,68.53,-89.83,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Peters Bugt So,75.32,-20.05,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,PL083,68,-164.02,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,PL084,67.9,-164,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Point Romanof,63.19,-162.83,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Potamogeton So,70.95,-27.73,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Quqertat,77.5,-66.65,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,R065,67.78,134.75,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,R136,62.42,129.5,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Råggastatjoggi,68.58,20,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Rankin Inlet,62.83,-91.83,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Rankin Inlet,62.83,-91.83,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Rankin Inlet,62.83,-91.83,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Rankin Inlet,62.83,-91.83,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Rankin Inlet,62.83,-91.83,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Rankin Inlet,62.83,-91.83,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Rankin Inlet,62.83,-91.83,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Razlomnoe,62.47,34.43,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Repulse Bay,63.5,-86.25,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Repulse Bay,63.5,-86.25,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Repulse Bay,63.5,-86.25,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,RS23,73.85,-94.9,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,Rundeso,75.37,-58.6,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S015,65.7,150.82,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S094,71.1,151,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S096,71.1,151,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S097,71.1,151,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S101,68.9,161.25,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S117,64.6,-157.93,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S118,64.92,-156.84,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S120,65.64,-157.16,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S122,66.19,-161.17,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S123,66.4,-161.79,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S135,65.7,-179.5,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S149,69.4,156.7,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S150,69.4,156.7,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S160,60.05,-156.28,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S173,60.03,-161.9,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S174,60.12,-163.08,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S175,60.33,-164.07,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S176,60.58,-162.63,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S177,60.46,-161.77,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S178,61.08,-161.68,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S179,60.98,-162.93,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S180,60.93,-164.33,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S182,61.53,-165.1,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S183,62.08,-165.53,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S184,62.1,-164.63,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S187,62.02,-163.62,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S189,62.17,-161.67,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S227,69.7,-155.05,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S230,70.7,-156.27,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S231,71.04,-154.98,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S233,70.83,-157.41,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S234,70.69,-158.49,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S235,70.58,-159.55,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S236,70.26,-158.43,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S238,70.11,-161.8,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S239,69.88,-161.27,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S240,69.81,-162.72,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S241,69.48,-162.96,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S242,69.62,-162.03,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S243,69.56,-160.91,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S244,69.74,-156.11,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S252,69.24,-148.95,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S254,70.02,-149.26,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S256,70.09,-145.77,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S257,70.06,-143.75,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S258,69.86,-143.55,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
0,S259,69.84,-146.61,erect dwarf shrub tundra,18,Tundra,tundra,Dwarf shrub tundra,24,Erect dwarf shrub tundra
