VALUE,BPS_NAME,legend
1685,Western Great Plains Tallgrass Prairie,Temperate Grassland
1694,Central Mixedgrass Prairie,Temperate Grassland
1718,Central Mixedgrass Prairie,Temperate Grassland
2054,Central Mixedgrass Prairie,Temperate Grassland
2057,Western Great Plains Tallgrass Prairie,Temperate Grassland
386,Western Great Plains Shortgrass Prairie,Temperate Grassland
1272,Western Great Plains Shortgrass Prairie,Temperate Grassland
1371,Western Great Plains Shortgrass Prairie,Temperate Grassland
1391,Western Great Plains Mesquite Woodland and Shrubland,Temperate Grassland
1397,Western Great Plains Shortgrass Prairie,Temperate Grassland
1412,Western Great Plains Mesquite Woodland and Shrubland,Temperate Grassland
1417,Western Great Plains Shortgrass Prairie,Temperate Grassland
1424,Western Great Plains Mesquite Woodland and Shrubland,Temperate Grassland
1428,Western Great Plains Shortgrass Prairie,Temperate Grassland
1489,Western Great Plains Mesquite Woodland and Shrubland,Temperate Grassland
1497,Western Great Plains Shortgrass Prairie,Temperate Grassland
1684,Western Great Plains Shortgrass Prairie,Temperate Grassland
1693,Western Great Plains Mesquite Woodland and Shrubland,Temperate Grassland
1717,Western Great Plains Mesquite Woodland and Shrubland,Temperate Grassland
1720,Western Great Plains Shortgrass Prairie,Temperate Grassland
2056,Western Great Plains Shortgrass Prairie,Temperate Grassland
871,Western Great Plains Sand Prairie,Temperate Grassland
1271,Western Great Plains Sand Prairie,Temperate Grassland
1285,Western Great Plains Sand Prairie,Temperate Grassland
1355,Western Great Plains Sandhill Steppe,Temperate Grassland
1387,Western Great Plains Sandhill Steppe,Temperate Grassland
1410,Western Great Plains Sandhill Steppe,Temperate Grassland
1423,Western Great Plains Sandhill Steppe,Temperate Grassland
1427,Western Great Plains Sand Prairie,Temperate Grassland
1486,Western Great Plains Sandhill Steppe,Temperate Grassland
1679,Western Great Plains Sandhill Steppe,Temperate Grassland
1683,Western Great Plains Sand Prairie,Temperate Grassland
1692,Western Great Plains Sandhill Steppe,Temperate Grassland
1695,Western Great Plains Sand Prairie,Temperate Grassland
1715,Western Great Plains Sandhill Steppe,Temperate Grassland
1719,Western Great Plains Sand Prairie,Temperate Grassland
2053,Western Great Plains Sandhill Steppe,Temperate Grassland
2055,Western Great Plains Sand Prairie,Temperate Grassland
1400,Edwards Plateau Limestone Shrubland,Temperate Grassland
1430,Edwards Plateau Limestone Shrubland,Temperate Grassland
1705,Edwards Plateau Limestone Shrubland,Temperate Grassland
1728,Edwards Plateau Limestone Shrubland,Temperate Grassland
1814,Southern Appalachian Northern Hardwood Forest,Temperate Mixed Forest
1852,Appalachian (Hemlock-)Northern Hardwood Forest,Temperate Mixed Forest
1883,Appalachian (Hemlock-)Northern Hardwood Forest,Temperate Mixed Forest
1896,Appalachian (Hemlock-)Northern Hardwood Forest,Temperate Mixed Forest
1914,Appalachian (Hemlock-)Northern Hardwood Forest,Temperate Mixed Forest
1927,Appalachian (Hemlock-)Northern Hardwood Forest,Temperate Mixed Forest
1949,Appalachian (Hemlock-)Northern Hardwood Forest,Temperate Mixed Forest
1985,Appalachian (Hemlock-)Northern Hardwood Forest,Temperate Mixed Forest
2001,Southern Appalachian Northern Hardwood Forest,Temperate Mixed Forest
2009,Appalachian (Hemlock-)Northern Hardwood Forest,Temperate Mixed Forest
1562,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,Temperate Mixed Forest
1569,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Temperate Mixed Forest
1589,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,Temperate Mixed Forest
1615,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,Temperate Mixed Forest
1625,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Temperate Mixed Forest
1894,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Temperate Mixed Forest
1925,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Temperate Mixed Forest
1947,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Temperate Mixed Forest
1983,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Temperate Mixed Forest
1561,Laurentian-Acadian Northern Hardwoods Forest,Temperate Mixed Forest
1588,Laurentian-Acadian Northern Hardwoods Forest,Temperate Mixed Forest
1614,Laurentian-Acadian Northern Hardwoods Forest,Temperate Mixed Forest
1616,Northern Sugar Maple-Basswood Forest,Temperate Mixed Forest
1647,Laurentian-Acadian Northern Hardwoods Forest,Temperate Mixed Forest
1890,Laurentian-Acadian Northern Hardwoods Forest,Temperate Mixed Forest
1920,Laurentian-Acadian Northern Hardwoods Forest,Temperate Mixed Forest
1943,Laurentian-Acadian Northern Hardwoods Forest,Temperate Mixed Forest
1978,Laurentian-Acadian Northern Hardwoods Forest,Temperate Mixed Forest
1769,Southern Coastal Plain Dry Upland Hardwood Forest - not broadleaf evergreen,Temperate Oak Forest
1830,Southern Coastal Plain Dry Upland Hardwood Forest - not broadleaf evergreen,Temperate Oak Forest
1523,Lower Mississippi River Dune Woodland and Forest,Temperate Oak Forest
1530,Mississippi River Alluvial Plain Dry-Mesic Loess Slope Forest,Temperate Oak Forest
1697,Ozark-Ouachita Dry-Mesic Oak Forest,Temperate Oak Forest
1701,Ozark-Ouachita Dry Oak Woodland,Temperate Oak Forest
1764,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Temperate Oak Forest
1807,Piedmont Hardpan Woodland and Forest,Temperate Oak Forest
2000,Southern Interior Low Plateau Dry-Mesic Oak Forest,Temperate Oak Forest
2015,Ozark-Ouachita Dry-Mesic Oak Forest,Temperate Oak Forest
2016,Southern Interior Low Plateau Dry-Mesic Oak Forest,Temperate Oak Forest
2023,Ozark-Ouachita Dry Oak Woodland,Temperate Oak Forest
2037,Ozark-Ouachita Dry-Mesic Oak Forest,Temperate Oak Forest
2067,Southern Interior Low Plateau Dry-Mesic Oak Forest,Temperate Oak Forest
2068,East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland,Temperate Oak Forest
2069,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Temperate Oak Forest
2090,Mississippi River Alluvial Plain Dry-Mesic Loess Slope Forest,Temperate Oak Forest
2092,Southern Interior Low Plateau Dry-Mesic Oak Forest,Temperate Oak Forest
2093,East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland,Temperate Oak Forest
2094,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Temperate Oak Forest
2132,Ozark-Ouachita Dry-Mesic Oak Forest,Temperate Oak Forest
2136,Ouachita Montane Oak Forest,Temperate Oak Forest
2140,Ozark-Ouachita Dry Oak Woodland,Temperate Oak Forest
1804,Southern Appalachian Oak Forest,Temperate Oak Forest
1815,Southern Appalachian Oak Forest,Temperate Oak Forest
1817,Allegheny-Cumberland Dry Oak Forest and Woodland,Temperate Oak Forest
1819,Central and Southern Appalachian Montane Oak Forest,Temperate Oak Forest
1840,Northeastern Interior Dry-Mesic Oak Forest,Temperate Oak Forest
1842,Northern Atlantic Coastal Plain Hardwood Forest,Temperate Oak Forest
1851,Central Appalachian Dry Oak-Pine Forest,Temperate Oak Forest
1855,Northern Atlantic Coastal Plain Maritime Forest,Temperate Oak Forest
1870,Northeastern Interior Dry-Mesic Oak Forest,Temperate Oak Forest
1871,Southern Appalachian Oak Forest,Temperate Oak Forest
1873,Allegheny-Cumberland Dry Oak Forest and Woodland,Temperate Oak Forest
1875,Central and Southern Appalachian Montane Oak Forest,Temperate Oak Forest
1882,Central Appalachian Dry Oak-Pine Forest,Temperate Oak Forest
1891,Northeastern Interior Dry-Mesic Oak Forest,Temperate Oak Forest
1895,Central Appalachian Dry Oak-Pine Forest,Temperate Oak Forest
1909,Northeastern Interior Dry-Mesic Oak Forest,Temperate Oak Forest
1912,Allegheny-Cumberland Dry Oak Forest and Woodland,Temperate Oak Forest
1921,Northeastern Interior Dry-Mesic Oak Forest,Temperate Oak Forest
1922,Northern Atlantic Coastal Plain Hardwood Forest,Temperate Oak Forest
1926,Central Appalachian Dry Oak-Pine Forest,Temperate Oak Forest
1931,Northern Atlantic Coastal Plain Maritime Forest,Temperate Oak Forest
1944,Northeastern Interior Dry-Mesic Oak Forest,Temperate Oak Forest
1948,Central Appalachian Dry Oak-Pine Forest,Temperate Oak Forest
1979,Northern Atlantic Coastal Plain Hardwood Forest,Temperate Oak Forest
1984,Central Appalachian Dry Oak-Pine Forest,Temperate Oak Forest
2002,Southern Appalachian Oak Forest,Temperate Oak Forest
2003,Allegheny-Cumberland Dry Oak Forest and Woodland,Temperate Oak Forest
2095,Southern Appalachian Oak Forest,Temperate Oak Forest
2096,Allegheny-Cumberland Dry Oak Forest and Woodland,Temperate Oak Forest
2098,Central and Southern Appalachian Montane Oak Forest,Temperate Oak Forest
1563,North-Central Interior Dry-Mesic Oak Forest and Woodland,Temperate Oak Forest
1564,North-Central Interior Dry Oak Forest and Woodland,Temperate Oak Forest
1570,North-Central Interior Oak Savanna,Temperate Oak Forest
1571,North-Central Oak Barrens,Temperate Oak Forest
1590,North-Central Interior Dry-Mesic Oak Forest and Woodland,Temperate Oak Forest
1599,North-Central Interior Oak Savanna,Temperate Oak Forest
1600,North-Central Oak Barrens,Temperate Oak Forest
1617,North-Central Interior Dry-Mesic Oak Forest and Woodland,Temperate Oak Forest
1618,North-Central Interior Dry Oak Forest and Woodland,Temperate Oak Forest
1626,North-Central Interior Oak Savanna,Temperate Oak Forest
1627,North-Central Oak Barrens,Temperate Oak Forest
1652,North-Central Interior Oak Savanna,Temperate Oak Forest
1663,North-Central Interior Dry-Mesic Oak Forest and Woodland,Temperate Oak Forest
1664,North-Central Interior Dry Oak Forest and Woodland,Temperate Oak Forest
1668,North-Central Interior Oak Savanna,Temperate Oak Forest
1910,North-Central Interior Dry-Mesic Oak Forest and Woodland,Temperate Oak Forest
1965,North-Central Interior Dry-Mesic Oak Forest and Woodland,Temperate Oak Forest
1966,North-Central Interior Dry Oak Forest and Woodland,Temperate Oak Forest
1968,North-Central Interior Oak Savanna,Temperate Oak Forest
1969,North-Central Oak Barrens,Temperate Oak Forest
2017,North-Central Interior Dry-Mesic Oak Forest and Woodland,Temperate Oak Forest
2018,North-Central Interior Dry Oak Forest and Woodland,Temperate Oak Forest
2024,North-Central Interior Oak Savanna,Temperate Oak Forest
2025,North-Central Oak Barrens,Temperate Oak Forest
2039,North-Central Interior Dry-Mesic Oak Forest and Woodland,Temperate Oak Forest
2040,North-Central Interior Dry Oak Forest and Woodland,Temperate Oak Forest
2043,North-Central Oak Barrens,Temperate Oak Forest
2060,North-Central Interior Dry-Mesic Oak Forest and Woodland,Temperate Oak Forest
2070,North-Central Interior Dry-Mesic Oak Forest and Woodland,Temperate Oak Forest
2117,North-Central Interior Dry-Mesic Oak Forest and Woodland,Temperate Oak Forest
2118,North-Central Interior Dry Oak Forest and Woodland,Temperate Oak Forest
2121,North-Central Interior Oak Savanna,Temperate Oak Forest
2122,North-Central Oak Barrens,Temperate Oak Forest
2134,North-Central Interior Dry-Mesic Oak Forest and Woodland,Temperate Oak Forest
2135,North-Central Interior Dry Oak Forest and Woodland,Temperate Oak Forest
2144,North-Central Interior Oak Savanna,Temperate Oak Forest
2020,Black oak barrens,Temperate Oak Forest
547,North Pacific Oak Woodland,Temperate Oak Forest
720,North Pacific Oak Woodland,Temperate Oak Forest
760,North Pacific Oak Woodland,Temperate Oak Forest
790,North Pacific Oak Woodland,Temperate Oak Forest
1642,Western Great Plains Dry Bur Oak Forest and Woodland,Temperate Oak Forest
1659,Western Great Plains Dry Bur Oak Forest and Woodland,Temperate Oak Forest
1675,Western Great Plains Dry Bur Oak Forest and Woodland,Temperate Oak Forest
2052,Western Great Plains Dry Bur Oak Forest and Woodland,Temperate Oak Forest
1452,Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,Temperate Oak Forest
1531,Northern Crowley`s Ridge Sand Forest,Temperate Oak Forest
1773,Southern Piedmont Dry Oak(-Pine) Forest,Temperate Oak Forest
1811,Southern Piedmont Dry Oak(-Pine) Forest,Temperate Oak Forest
1824,Southern Piedmont Dry Oak(-Pine) Forest,Temperate Oak Forest
1825,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Temperate Oak Forest
1837,Southern Piedmont Dry Oak(-Pine) Forest,Temperate Oak Forest
1843,Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,Temperate Oak Forest
1850,Southern Piedmont Dry Oak(-Pine) Forest,Temperate Oak Forest
1881,Southern Piedmont Dry Oak(-Pine) Forest,Temperate Oak Forest
1884,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Temperate Oak Forest
2010,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Temperate Oak Forest
2105,Southern Piedmont Dry Oak(-Pine) Forest,Temperate Oak Forest
2106,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Temperate Oak Forest
2147,Arkansas Valley Prairie and Woodland - Woodland,Temperate Oak Forest
2022,South-Central Interior/Upper Coastal Plain Flatwoods,Temperate Oak Forest
2030,South-Central Interior/Upper Coastal Plain Wet Flatwoods,Temperate Oak Forest
2074,South-Central Interior/Upper Coastal Plain Flatwoods,Temperate Oak Forest
2083,South-Central Interior/Upper Coastal Plain Wet Flatwoods,Temperate Oak Forest
2112,South-Central Interior/Upper Coastal Plain Wet Flatwoods,Temperate Oak Forest
1438,West Gulf Coastal Plain Pine-Hardwood Forest,Temperate Pine Forest
1439,West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,Temperate Pine Forest
1507,West Gulf Coastal Plain Pine-Hardwood Forest,Temperate Pine Forest
1522,West Gulf Coastal Plain Pine-Hardwood Forest,Temperate Pine Forest
1702,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,Temperate Pine Forest
1703,West Gulf Coastal Plain Pine-Hardwood Forest,Temperate Pine Forest
1724,East-Central Texas Plains Southern Pine Forest and Woodland,Temperate Pine Forest
1743,East-Central Texas Plains Southern Pine Forest and Woodland,Temperate Pine Forest
1744,West Gulf Coastal Plain Pine-Hardwood Forest,Temperate Pine Forest
1771,Southern Appalachian Low-Elevation Pine Forest,Temperate Pine Forest
1774,East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest,Temperate Pine Forest
1789,East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest,Temperate Pine Forest
1810,Southern Appalachian Low-Elevation Pine Forest,Temperate Pine Forest
1823,Southern Appalachian Low-Elevation Pine Forest,Temperate Pine Forest
1836,Southern Appalachian Low-Elevation Pine Forest,Temperate Pine Forest
1847,Southern Appalachian Low-Elevation Pine Forest,Temperate Pine Forest
1880,Southern Appalachian Low-Elevation Pine Forest,Temperate Pine Forest
2007,Southern Appalachian Low-Elevation Pine Forest,Temperate Pine Forest
2076,Southern Appalachian Low-Elevation Pine Forest,Temperate Pine Forest
2104,Southern Appalachian Low-Elevation Pine Forest,Temperate Pine Forest
2141,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,Temperate Pine Forest
2142,West Gulf Coastal Plain Pine-Hardwood Forest,Temperate Pine Forest
2143,West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,Temperate Pine Forest
2160,Ozark-Ouachita Shortleaf Pine-Bluestem Woodland,Temperate Pine Forest
1809,Southern Appalachian Montane Pine Forest and Woodland,Temperate Pine Forest
1822,Southern Appalachian Montane Pine Forest and Woodland,Temperate Pine Forest
1835,Southern Appalachian Montane Pine Forest and Woodland,Temperate Pine Forest
1846,Southern Appalachian Montane Pine Forest and Woodland,Temperate Pine Forest
1848,Northern Atlantic Coastal Plain Pitch Pine Barrens,Temperate Pine Forest
1854,Central Appalachian Pine-Oak Rocky Woodland,Temperate Pine Forest
1877,Appalachian Shale Barrens,Temperate Pine Forest
1879,Southern Appalachian Montane Pine Forest and Woodland,Temperate Pine Forest
1885,Central Appalachian Pine-Oak Rocky Woodland,Temperate Pine Forest
1898,Central Appalachian Pine-Oak Rocky Woodland,Temperate Pine Forest
1923,Northern Atlantic Coastal Plain Pitch Pine Barrens,Temperate Pine Forest
1930,Central Appalachian Pine-Oak Rocky Woodland,Temperate Pine Forest
1945,Northeastern Interior Pine Barrens,Temperate Pine Forest
1952,Central Appalachian Pine-Oak Rocky Woodland,Temperate Pine Forest
1981,Northeastern Interior Pine Barrens,Temperate Pine Forest
1988,Central Appalachian Pine-Oak Rocky Woodland,Temperate Pine Forest
2006,Southern Appalachian Montane Pine Forest and Woodland,Temperate Pine Forest
1572,Laurentian Pine-Oak Barrens,Temperate Pine Forest
1601,Laurentian Pine-Oak Barrens,Temperate Pine Forest
1628,Laurentian Pine-Oak Barrens,Temperate Pine Forest
495,Southern Rocky Mountain Ponderosa Pine Woodland,Temperate Pine Forest
531,Southern Rocky Mountain Ponderosa Pine Woodland,Temperate Pine Forest
858,Southern Rocky Mountain Ponderosa Pine Woodland,Temperate Pine Forest
864,Southern Rocky Mountain Ponderosa Pine Savanna,Temperate Pine Forest
884,Southern Rocky Mountain Ponderosa Pine Woodland,Temperate Pine Forest
973,Southern Rocky Mountain Ponderosa Pine Woodland,Temperate Pine Forest
993,Southern Rocky Mountain Ponderosa Pine Savanna,Temperate Pine Forest
1015,Southern Rocky Mountain Ponderosa Pine Woodland,Temperate Pine Forest
1035,Southern Rocky Mountain Ponderosa Pine Savanna,Temperate Pine Forest
1085,Southern Rocky Mountain Ponderosa Pine Woodland,Temperate Pine Forest
1120,Southern Rocky Mountain Ponderosa Pine Woodland,Temperate Pine Forest
1135,Southern Rocky Mountain Ponderosa Pine Savanna,Temperate Pine Forest
1152,Southern Rocky Mountain Ponderosa Pine Woodland,Temperate Pine Forest
1167,Southern Rocky Mountain Ponderosa Pine Savanna,Temperate Pine Forest
1190,Southern Rocky Mountain Ponderosa Pine Woodland,Temperate Pine Forest
1207,Southern Rocky Mountain Ponderosa Pine Savanna,Temperate Pine Forest
1253,Southern Rocky Mountain Ponderosa Pine Woodland,Temperate Pine Forest
1264,Southern Rocky Mountain Ponderosa Pine Savanna,Temperate Pine Forest
1345,Southern Rocky Mountain Ponderosa Pine Woodland,Temperate Pine Forest
1380,Southern Rocky Mountain Ponderosa Pine Woodland,Temperate Pine Forest
1405,Southern Rocky Mountain Ponderosa Pine Woodland,Temperate Pine Forest
1413,Southern Rocky Mountain Ponderosa Pine Savanna,Temperate Pine Forest
423,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Temperate Pine Forest
463,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Temperate Pine Forest
626,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Temperate Pine Forest
657,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Temperate Pine Forest
662,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Temperate Pine Forest
685,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Temperate Pine Forest
688,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Temperate Coniferous Forest
730,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Temperate Pine Forest
754,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Temperate Pine Forest
814,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Temperate Pine Forest
844,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Temperate Pine Forest
1687,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,Temperate Pine Forest
882,Rocky Mountain Lodgepole Pine Forest,Temperate Pine Forest
970,Rocky Mountain Lodgepole Pine Forest,Temperate Pine Forest
1012,Rocky Mountain Lodgepole Pine Forest,Temperate Pine Forest
1149,Rocky Mountain Lodgepole Pine Forest,Temperate Pine Forest
1223,Rocky Mountain Lodgepole Pine Forest,Temperate Pine Forest
735,East Cascades Oak-Ponderosa Pine Forest and Woodland,Temperate Pine Forest
775,East Cascades Oak-Ponderosa Pine Forest and Woodland,Temperate Pine Forest
820,East Cascades Oak-Ponderosa Pine Forest and Woodland,Temperate Pine Forest
551,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,Temperate Pine Forest
555,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,Temperate Pine Forest
584,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,Temperate Pine Forest
588,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,Temperate Pine Forest
764,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,Temperate Pine Forest
768,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,Temperate Pine Forest
797,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,Temperate Pine Forest
801,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,Temperate Pine Forest
911,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,Temperate Pine Forest
914,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,Temperate Pine Forest
931,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,Temperate Pine Forest
935,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,Temperate Pine Forest
1054,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,Temperate Pine Forest
417,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir,Temperate Pine Forest
450,Rocky Mountain Poor-Site Lodgepole Pine Forest,Temperate Pine Forest
456,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir,Temperate Pine Forest
487,Rocky Mountain Poor-Site Lodgepole Pine Forest,Temperate Pine Forest
596,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland - Wet,Temperate Pine Forest
597,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland - Dry,Temperate Pine Forest
629,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic,Temperate Pine Forest
630,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Xeric,Temperate Pine Forest
659,Rocky Mountain Poor-Site Lodgepole Pine Forest,Temperate Pine Forest
664,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic,Temperate Pine Forest
716,Rocky Mountain Poor-Site Lodgepole Pine Forest,Temperate Pine Forest
732,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic,Temperate Pine Forest
755,Rocky Mountain Poor-Site Lodgepole Pine Forest,Temperate Pine Forest
816,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic,Temperate Pine Forest
817,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Xeric,Temperate Pine Forest
845,Rocky Mountain Poor-Site Lodgepole Pine Forest,Temperate Pine Forest
854,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir,Temperate Pine Forest
855,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Lodgepole Pine,Temperate Pine Forest
1278,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Low Elevation Woodland,Temperate Pine Forest
1279,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Savanna,Temperate Pine Forest
1288,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Low Elevation Woodland,Temperate Pine Forest
1289,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Savanna,Temperate Pine Forest
1477,Southern Rocky Mountain Ponderosa Pine Woodland - South,Temperate Pine Forest
1478,Southern Rocky Mountain Ponderosa Pine Woodland - North,Temperate Pine Forest
1490,Southern Rocky Mountain Ponderosa Pine Savanna - South,Temperate Pine Forest
1491,Southern Rocky Mountain Ponderosa Pine Savanna - North,Temperate Pine Forest
1567,Laurentian-Acadian Northern Pine(-Oak) Forest,Temperate Pine Forest
1573,Laurentian-Acadian Jack Pine Barrens and Forest,Temperate Pine Forest
1594,Laurentian-Acadian Northern Pine(-Oak) Forest,Temperate Pine Forest
1595,Laurentian-Acadian Northern Pine Forest,Temperate Pine Forest
1602,Laurentian-Acadian Jack Pine Barrens and Forest,Temperate Pine Forest
1620,Great Lakes Pine Barrens,Temperate Pine Forest
1622,Laurentian-Acadian Northern Pine(-Oak) Forest,Temperate Pine Forest
1629,Laurentian-Acadian Jack Pine Barrens and Forest,Temperate Pine Forest
1893,Laurentian-Acadian Northern Pine(-Oak) Forest,Temperate Pine Forest
1924,Laurentian-Acadian Northern Pine(-Oak) Forest,Temperate Pine Forest
1946,Laurentian-Acadian Northern Pine(-Oak) Forest,Temperate Pine Forest
1982,Laurentian-Acadian Northern Pine(-Oak) Forest,Temperate Pine Forest
1317,South Florida Hardwood Hammock,Tropical Dry Forest
1318,Southwest Florida Coastal Strand and Maritime Hammock,Tropical Dry Forest
1319,Southeast Florida Coastal Strand and Maritime Hammock,Tropical Dry Forest
1296,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,Tropical Pine Forest
1297,Atlantic Coastal Plain Upland Longleaf Pine Woodland,Tropical Pine Forest
1298,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Tropical Pine Forest
1299,Florida Longleaf Pine Sandhill,Tropical Pine Forest
1304,Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,Tropical Pine Forest
1305,Central Florida Pine Flatwoods,Tropical Pine Forest
1306,East Gulf Coastal Plain Near-Coast Pine Flatwoods,Tropical Pine Forest
1320,Florida Longleaf Pine Sandhill,Tropical Pine Forest
1321,South Florida Pine Rockland,Tropical Pine Forest
1325,South Florida Pine Flatwoods,Tropical Pine Forest
1327,Central Florida Pine Flatwoods,Tropical Pine Forest
1328,East Gulf Coastal Plain Near-Coast Pine Flatwoods,Tropical Pine Forest
1437,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,Tropical Pine Forest
1444,West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Tropical Pine Forest
1454,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,Tropical Pine Forest
1455,Atlantic Coastal Plain Upland Longleaf Pine Woodland,Tropical Pine Forest
1460,Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Tropical Pine Forest
1461,Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,Tropical Pine Forest
1506,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,Tropical Pine Forest
1510,West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Tropical Pine Forest
1521,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,Tropical Pine Forest
1770,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Tropical Pine Forest
1786,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Tropical Pine Forest
1787,Florida Longleaf Pine Sandhill,Tropical Pine Forest
1792,East Gulf Coastal Plain Near-Coast Pine Flatwoods,Tropical Pine Forest
1832,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,Tropical Pine Forest
1833,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Tropical Pine Forest
1845,Atlantic Coastal Plain Upland Longleaf Pine Woodland,Tropical Pine Forest
1858,Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Tropical Pine Forest
2102,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Tropical Pine Forest
1808,Southeastern Interior Longleaf Pine Woodland,Tropical Pine Forest
1834,Southeastern Interior Longleaf Pine Woodland,Tropical Pine Forest
2103,Southeastern Interior Longleaf Pine Woodland,Tropical Pine Forest
1443,Texas-Louisiana Coastal Prairie,Tropical/Subtropical Savanna
1509,Texas-Louisiana Coastal Prairie,Tropical/Subtropical Savanna
1749,Texas-Louisiana Coastal Prairie,Tropical/Subtropical Savanna
1303,Florida Peninsula Inland Scrub,Tropical/Subtropical Savanna
