path	name	Latin Name	Common Name
tree_atlas_dd83/a-b/abieamab.shp	abieamab	Abies amabilis	Pacific silver fir
tree_atlas_dd83/a-b/abiebals.shp	abiebals	Abies balsamea	balsam fir
tree_atlas_dd83/a-b/abiebrac.shp	abiebrac	Abies bracteata	bristlecone fir
tree_atlas_dd83/a-b/abieconc.shp	abieconc	Abies concolor	white fir
tree_atlas_dd83/a-b/abiefras.shp	abiefras	Abies fraseri	Fraser fir
tree_atlas_dd83/a-b/abiegran.shp	abiegran	Abies grandis	grand fir
tree_atlas_dd83/a-b/abielasi.shp	abielasi	Abies lasiocarpa	subalpine fir
tree_atlas_dd83/a-b/abiemagn.shp	abiemagn	Abies magnifica	California red fir
tree_atlas_dd83/a-b/abieproc.shp	abieproc	Abies procera	noble fir
tree_atlas_dd83/a-b/acacberl.shp	acacberl	Senegalia berlandieri	Berlandier acacia
tree_atlas_dd83/a-b/acacchor.shp	acacchor	Vachellia choriophylla	cinnecord
tree_atlas_dd83/a-b/acacfarn.shp	acacfarn	Vachellia farnesiana	sweet acacia
tree_atlas_dd83/a-b/acacgreg.shp	acacgreg	Senegalia greggii	catclaw acacia
tree_atlas_dd83/a-b/acacmacr.shp	acacmacr	Vachellia macracantha	long spine acacia
tree_atlas_dd83/a-b/acacrigi.shp	acacrigi	Vachellia rigidula	blackbrush acacia
tree_atlas_dd83/a-b/acacroem.shp	acacroem	Senegalia roemeriana	Roemer acacia
tree_atlas_dd83/a-b/acactort.shp	acactort	Vachellia tortuosa	twisted acacia
tree_atlas_dd83/a-b/acacwrig.shp	acacwrig	Senegalia wrightii	Wright acacia
tree_atlas_dd83/a-b/acerbarb.shp	acerbarb	Acer floridanum	Florida maple
tree_atlas_dd83/a-b/acercirc.shp	acercirc	Acer circinatum	vine maple
tree_atlas_dd83/a-b/acerglab.shp	acerglab	Acer glabrum	Rocky Mountain maple
tree_atlas_dd83/a-b/acergran.shp	acergran	Acer grandidentatum	bigtooth maple
tree_atlas_dd83/a-b/acerleuc.shp	acerleuc	Acer leucoderme	chalk maple
tree_atlas_dd83/a-b/acermacr.shp	acermacr	Acer macrophyllum	bigleaf maple
tree_atlas_dd83/a-b/acernegu.shp	acernegu	Acer negundo	boxelder
tree_atlas_dd83/a-b/acernigr.shp	acernigr	Acer nigrum	black maple
tree_atlas_dd83/a-b/acerpens.shp	acerpens	Acer pensylvanicum	striped maple
tree_atlas_dd83/a-b/acerrubr.shp	acerrubr	Acer rubrum	red maple
tree_atlas_dd83/a-b/acersacc.shp	acersacc	Acer saccharinum	silver maple
tree_atlas_dd83/a-b/acersacr.shp	acersacr	Acer saccharum	sugar maple
tree_atlas_dd83/a-b/acerspic.shp	acerspic	Acer spicatum	mountain maple
tree_atlas_dd83/a-b/acoewrig.shp	acoewrig	Acoelorrhaphe wrightii	paurotis palm
tree_atlas_dd83/a-b/aesccali.shp	aesccali	Aesculus californica	California buckeye
tree_atlas_dd83/a-b/aescglab.shp	aescglab	Aesculus glabra	Ohio buckeye
tree_atlas_dd83/a-b/aescocta.shp	aescocta	Aesculus flava	yellow buckeye
tree_atlas_dd83/a-b/aescparv.shp	aescparv	Aesculus parviflora	bottlebrush buckeye
tree_atlas_dd83/a-b/aescpavi.shp	aescpavi	Aesculus pavia	red buckeye
tree_atlas_dd83/a-b/aescsylv.shp	aescsylv	Aesculus sylvatica	painted buckeye
tree_atlas_dd83/a-b/agavutah.shp	agavutah	Agave utahensis	Utah agave
tree_atlas_dd83/a-b/alnumari.shp	alnumari	Alnus maritima	seaside alder
tree_atlas_dd83/a-b/alnuoblo.shp	alnuoblo	Alnus oblongifolia	Arizona alder
tree_atlas_dd83/a-b/alnurhom.shp	alnurhom	Alnus rhombifolia	white alder
tree_atlas_dd83/a-b/alnurubr.shp	alnurubr	Alnus rubra	red alder
tree_atlas_dd83/a-b/alnurugo.shp	alnurugo	Alnus rugosa	speckled alder
tree_atlas_dd83/a-b/alnuserr.shp	alnuserr	Alnus serrulata	hazel alder
tree_atlas_dd83/a-b/alnusinu.shp	alnusinu	Alnus sinuata	Sitka alder
tree_atlas_dd83/a-b/alnutenu.shp	alnutenu	Alnus tenuifolia	thinleaf alder
tree_atlas_dd83/a-b/alvaamor.shp	alvaamor	Alvaradoa amorphoides	Mexican alvaradoa
tree_atlas_dd83/a-b/amelalni.shp	amelalni	Amelanchier alnifolia	western serviceberry
tree_atlas_dd83/a-b/amelarbo.shp	amelarbo	Amelanchier arborea	downy serviceberry
tree_atlas_dd83/a-b/amelinte.shp	amelinte	Amelanchier interior	inland serviceberry
tree_atlas_dd83/a-b/amelsang.shp	amelsang	Amelanchier sanguinea	roundleaf serviceberry
tree_atlas_dd83/a-b/amelutah.shp	amelutah	Amelanchier utahensis	Utah serviceberry
tree_atlas_dd83/a-b/amphlati.shp	amphlati	Amphitecna latifolia	black calabash
tree_atlas_dd83/a-b/amyrbals.shp	amyrbals	Amyris balsamifera	balsam torchwood
tree_atlas_dd83/a-b/amyrelem.shp	amyrelem	Amyris elemifera	torchwood
tree_atlas_dd83/a-b/annoglab.shp	annoglab	Annona glabra	pond apple
tree_atlas_dd83/a-b/aralspin.shp	aralspin	Aralia spinosa	devils walkingstick
tree_atlas_dd83/a-b/arbuariz.shp	arbuariz	Arbutus arizonica	Arizona madrone
tree_atlas_dd83/a-b/arbumenz.shp	arbumenz	Arbutus menziesii	Pacific madrone
tree_atlas_dd83/a-b/arbutexa.shp	arbutexa	Arbutus texana	Texas madrone
tree_atlas_dd83/a-b/arctprin.shp	arctprin	Arctostaphylos pringlei	Pringle manzanita
tree_atlas_dd83/a-b/ardiesca.shp	ardiesca	Ardisia escallonioides	marlberry
tree_atlas_dd83/a-b/artetrid.shp	artetrid	Artemisia tridentata	big sagebrush
tree_atlas_dd83/a-b/asimtril.shp	asimtril	Asimina triloba	pawpaw
tree_atlas_dd83/a-b/avicgerm.shp	avicgerm	Avicennia germinans	black mangrove
tree_atlas_dd83/a-b/bacchali.shp	bacchali	Baccharis halimifolia	eastern baccharis
tree_atlas_dd83/a-b/betualle.shp	betualle	Betula alleghaniensis	yellow birch
tree_atlas_dd83/a-b/betulent.shp	betulent	Betula lenta	sweet birch
tree_atlas_dd83/a-b/betunana.shp	betunana	Betula nana	dwarf birch
tree_atlas_dd83/a-b/betunigr.shp	betunigr	Betula nigra	river birch
tree_atlas_dd83/a-b/betuocci.shp	betuocci	Betula occidentalis	water birch
tree_atlas_dd83/a-b/betupapy.shp	betupapy	Betula papyrifera	paper birch
tree_atlas_dd83/a-b/betupopu.shp	betupopu	Betula populifolia	gray birch
tree_atlas_dd83/a-b/betuuber.shp	betuuber	Betula uber	Ashe birch
tree_atlas_dd83/a-b/bourovat.shp	bourovat	Bourreria ovata	Bahama strongbark
tree_atlas_dd83/a-b/bourradu.shp	bourradu	Bourreria radula	rough strongbark
tree_atlas_dd83/a-b/bumecela.shp	bumecela	Sideroxylon celastrinum	saffron plum
tree_atlas_dd83/a-b/bumelanu.shp	bumelanu	Sideroxylon lanuginosum	gum bumelia
tree_atlas_dd83/a-b/bumelyci.shp	bumelyci	Sideroxylon lycioides	buckthorn bumelia
tree_atlas_dd83/a-b/bumetena.shp	bumetena	Sideroxylon tenax	tough bumelia
tree_atlas_dd83/a-b/bursfaga.shp	bursfaga	Bursera fagaroides	fragrant bursera
tree_atlas_dd83/a-b/bursmicr.shp	bursmicr	Bursera microphylla	elephanttree
tree_atlas_dd83/a-b/burssima.shp	burssima	Bursera simaruba	gumbo limbo
tree_atlas_dd83/a-b/byrsluci.shp	byrsluci	Byrsonima lucida	key byrsonima
tree_atlas_dd83/c/caesmexi.shp	caesmexi	Caesalpinia mexicana	Mexican poinciana
tree_atlas_dd83/c/calypall.shp	calypall	Calyptranthes pallens	pale lidflower
tree_atlas_dd83/c/calyzuzy.shp	calyzuzy	Calyptranthes zuzygium	myrtle of the river
tree_atlas_dd83/c/canewint.shp	canewint	Canella winterana	canella
tree_atlas_dd83/c/canoholo.shp	canoholo	Canotia holacantha	canotia
tree_atlas_dd83/c/cappcyno.shp	cappcyno	Capparis cynophallophora	Jamaica caper
tree_atlas_dd83/c/cappflex.shp	cappflex	Capparis flexuosa	limber caper
tree_atlas_dd83/c/carpcaro.shp	carpcaro	Carpinus caroliniana	American hornbeam
tree_atlas_dd83/c/caryaqua.shp	caryaqua	Carya aquatica	water hickory
tree_atlas_dd83/c/carycord.shp	carycord	Carya cordiformis	bitternut hickory
tree_atlas_dd83/c/caryflor.shp	caryflor	Carya floridana	scrub hickory
tree_atlas_dd83/c/caryglab.shp	caryglab	Carya glabra	pignut hickory
tree_atlas_dd83/c/caryilli.shp	caryilli	Carya illinoensis	pecan
tree_atlas_dd83/c/carylaci.shp	carylaci	Carya laciniosa	shellbark hickory
tree_atlas_dd83/c/carymyri.shp	carymyri	Carya myristiciformis	nutmeg hickory
tree_atlas_dd83/c/caryovat.shp	caryovat	Carya ovata	shagbark hickory
tree_atlas_dd83/c/carypall.shp	carypall	Carya pallida	sand hickory
tree_atlas_dd83/c/carytexa.shp	carytexa	Carya texana	black hickory
tree_atlas_dd83/c/carytome.shp	carytome	Carya tomentosa	mockernut hickory
tree_atlas_dd83/c/castalni.shp	castalni	Castanea alnifolia	Florida chinkapin
tree_atlas_dd83/c/castchry.shp	castchry	Chrysolepis chrysophylla	golden chinkapin
tree_atlas_dd83/c/castdent.shp	castdent	Castanea dentata	American chestnut
tree_atlas_dd83/c/castozar.shp	castozar	Castanea ozarkensis	Ozark chinkapin
tree_atlas_dd83/c/castpumi.shp	castpumi	Castanea pumila	Allegheny chinkapin
tree_atlas_dd83/c/catabign.shp	catabign	Catalpa bignonioides	southern catalpa
tree_atlas_dd83/c/cataspec.shp	cataspec	Catalpa speciosa	northern catalpa
tree_atlas_dd83/c/ceanarbo.shp	ceanarbo	Ceanothus arboreus	feltleaf ceanothus
tree_atlas_dd83/c/ceanspin.shp	ceanspin	Ceanothus spinosus	spiny ceanothus
tree_atlas_dd83/c/ceanthyr.shp	ceanthyr	Ceanothus thyrsiflorus	blueblossom
tree_atlas_dd83/c/celtlaev.shp	celtlaev	Celtis laevigata	sugarberry
tree_atlas_dd83/c/celtlind.shp	celtlind	Celtis lindheimeri	Lindheimer hackberry
tree_atlas_dd83/c/celtocci.shp	celtocci	Celtis occidentalis	hackberry
tree_atlas_dd83/c/celtreti.shp	celtreti	Celtis reticulata	netleaf hackberry
tree_atlas_dd83/c/celttenu.shp	celttenu	Celtis tenuifolia	Georgia hackberry
tree_atlas_dd83/c/cephocci.shp	cephocci	Cephalanthus occidentalis	common buttonbush
tree_atlas_dd83/c/cercbetu.shp	cercbetu	Cercocarpus betuloides	birchleaf cercocarpus
tree_atlas_dd83/c/cercbrev.shp	cercbrev	Cercocarpus breviflorus	hairy cercocarpus
tree_atlas_dd83/c/cerccana.shp	cerccana	Cercis canadensis	eastern redbud
tree_atlas_dd83/c/cercflor.shp	cercflor	Cercidium floridum	blue paloverde
tree_atlas_dd83/c/cercledi.shp	cercledi	Cercocarpus ledifolius	curlleaf cercocarpus
tree_atlas_dd83/c/cercmacr.shp	cercmacr	Cercidium macrum	border paloverde
tree_atlas_dd83/c/cercmicr.shp	cercmicr	Cercidium microphyllum	yellow paloverde
tree_atlas_dd83/c/cercocci.shp	cercocci	Cercis occidentalis	California redbud
tree_atlas_dd83/c/cerctras.shp	cerctras	Cercocarpus traskiae	Catalina cercocarpus
tree_atlas_dd83/c/ceregiga.shp	ceregiga	Cereus giganteus	saguaro
tree_atlas_dd83/c/cererobi.shp	cererobi	Pilosocereus polygonus	key tree cactus
tree_atlas_dd83/c/chamlaws.shp	chamlaws	Chamaecyparis lawsoniana	Port Orford cedar
tree_atlas_dd83/c/chamnoot.shp	chamnoot	Callitropsis nootkatensis	Alaska cedar
tree_atlas_dd83/c/chamthyo.shp	chamthyo	Chamaecyparis thyoides	Atlantic white cedar
tree_atlas_dd83/c/chilline.shp	chilline	Chilopsis linearis	desert willow
tree_atlas_dd83/c/chiovirg.shp	chiovirg	Chionanthus virginicus	fringetree
tree_atlas_dd83/c/chryicac.shp	chryicac	Chrysobalanus icaco	cocoplum
tree_atlas_dd83/c/chryoliv.shp	chryoliv	Chrysophyllum oliviforme	satinleaf
tree_atlas_dd83/c/cithberl.shp	cithberl	Citharexylum berlandieri	Berlandier fiddlewood
tree_atlas_dd83/c/cithfrut.shp	cithfrut	Citharexylum fruticosum	Florida fiddlewood
tree_atlas_dd83/c/cladkent.shp	cladkent	Cladrastis kentukea	yellowwood
tree_atlas_dd83/c/cletacum.shp	cletacum	Clethra acuminata	cinnamon clethra
tree_atlas_dd83/c/clifmono.shp	clifmono	Cliftonia monophylla	buckwheat tree
tree_atlas_dd83/c/clusrose.shp	clusrose	Clusia rosea	Florida clusia
tree_atlas_dd83/c/coccarge.shp	coccarge	Coccothrinax argentata	Florida silverpalm
tree_atlas_dd83/c/coccdive.shp	coccdive	Coccoloba diversifolia	pigeon plum
tree_atlas_dd83/c/coccuvif.shp	coccuvif	Coccoloba uvifera	seagrape
tree_atlas_dd83/c/coluarbo.shp	coluarbo	Colubrina arborescens	coffee colubrina
tree_atlas_dd83/c/colucube.shp	colucube	Colubrina cubensis	Cuba colubrina
tree_atlas_dd83/c/coluelli.shp	coluelli	Colubrina elliptica	soldierwood
tree_atlas_dd83/c/condglob.shp	condglob	Condalia globosa	bitter condalia
tree_atlas_dd83/c/condhook.shp	condhook	Condalia hookeri	bluewood
tree_atlas_dd83/c/conoerec.shp	conoerec	Conocarpus erectus	button mangrove
tree_atlas_dd83/c/cordbois.shp	cordbois	Cordia boissieri	anacahuita
tree_atlas_dd83/c/cordsebe.shp	cordsebe	Cordia sebestena	Geiger tree
tree_atlas_dd83/c/cornalte.shp	cornalte	Cornus alternifolia	alternate leaf dogwood
tree_atlas_dd83/c/corndrum.shp	corndrum	Cornus drummondii	roughleaf dogwood
tree_atlas_dd83/c/cornflor.shp	cornflor	Cornus florida	flowering dogwood
tree_atlas_dd83/c/cornglab.shp	cornglab	Cornus glabrata	brown dogwood
tree_atlas_dd83/c/cornnutt.shp	cornnutt	Cornus nuttallii	Pacific dogwood
tree_atlas_dd83/c/cornocci.shp	cornocci	Cornus occidentalis	western dogwood
tree_atlas_dd83/c/cornrace.shp	cornrace	Cornus racemosa	gray dogwood
tree_atlas_dd83/c/cornrugo.shp	cornrugo	Cornus rugosa	roundleaf dogwood
tree_atlas_dd83/c/cornsess.shp	cornsess	Cornus sessilis	blackfruit dogwood
tree_atlas_dd83/c/cornstol.shp	cornstol	Cornus stolonifera	red osier dogwood
tree_atlas_dd83/c/cornstri.shp	cornstri	Cornus stricta	stiffcornel dogwood
tree_atlas_dd83/c/corycorn.shp	corycorn	Corylus cornuta	beaked hazel
tree_atlas_dd83/c/cotiobov.shp	cotiobov	Cotinus obovatus	American smoketree
tree_atlas_dd83/c/cowamexi.shp	cowamexi	Cowania mexicana	cliffrose
tree_atlas_dd83/c/cratchry.shp	cratchry	Crataegus chrysocarpa	fireberry hawthorn
tree_atlas_dd83/c/cratcolu.shp	cratcolu	Crataegus columbiana	Columbia hawthorn
tree_atlas_dd83/c/cratdoug.shp	cratdoug	Crataegus douglasii	black hawthorn
tree_atlas_dd83/c/crateryt.shp	crateryt	Crataegus erythropoda	Cerro hawthorn
tree_atlas_dd83/c/cratsali.shp	cratsali	Crataegus saligna	willow hawthorn
tree_atlas_dd83/c/cratsucc.shp	cratsucc	Crataegus succulenta	fleshy hawthorn
tree_atlas_dd83/c/crattrac.shp	crattrac	Crataegus tracyi	Tracy hawthorn
tree_atlas_dd83/c/crosrhac.shp	crosrhac	Crossopetalum rhacoma	Florida crossopetalum
tree_atlas_dd83/c/cupaglab.shp	cupaglab	Cupania glabra	Florida cupania
tree_atlas_dd83/c/cuprariz.shp	cuprariz	Hesperocyparis arizonica	Arizona cypress
tree_atlas_dd83/c/cuprbake.shp	cuprbake	Hesperocyparis bakeri	Modoc cypress
tree_atlas_dd83/c/cuprgove.shp	cuprgove	Hesperocyparis goveniana	Gowen cypress
tree_atlas_dd83/c/cuprguad.shp	cuprguad	Cupressus guadalupensis	Tecate cypress
tree_atlas_dd83/c/cuprmacn.shp	cuprmacn	Hesperocyparis macnabiana	MacNab cypress
tree_atlas_dd83/c/cuprmacr.shp	cuprmacr	Hesperocyparis macrocarpa	Monterey cypress
tree_atlas_dd83/c/cuprsarg.shp	cuprsarg	Hesperocyparis sargentii	Sargent cypress
tree_atlas_dd83/c/cyrirace.shp	cyrirace	Cyrilla racemiflora	swamp cyrilla
tree_atlas_dd83/d-g/dalespin.shp	dalespin	Psorothamnus spinosus	smokethorn
tree_atlas_dd83/d-g/diostexa.shp	diostexa	Diospyros texana	Texas persimmon
tree_atlas_dd83/d-g/diosvirg.shp	diosvirg	Diospyros virginiana	common persimmon
